qms_id,production_order,product_code,customer_code,inspection_time,shift,defect_type,defect_qty
47,PO_1039,FB_V1,CUST_A,2026-01-01 12:01:45.500,Day,,0
48,PO_1040,DP_V1,CUST_A,2026-01-01 09:59:34.300,Day,flash,2
49,PO_1041,DB_V1,CUST_A,2026-01-01 15:50:19.700,2,,0
50,PO_1042,DB_V2, CUST_C,2026-01-01 16:51:03.900,2,,0
51,PO_1043,FB_V1,CUST_A,2026-01-01 12:51:11.100,Day,,0
52,PO_1044,RB_V2,CUST_B,2026-01-01 12:21:59.300,Day,,0
53,PO_1045,RB_V2,CUST_B,2026-01-01 13:06:39.800,Day,,0
54,PO_1046,FB_V2,CUST_B,2026-01-01 13:32:15.900,Day,,0
55,PO_1047,FB_V2,CUST_B,2026-01-01 14:11:57.900,Day,,0
56,PO_1048,DB_V1,CUST_A,2026-01-01 17:58:46.700,2,,0
57,PO_1049,RB_V1,CUST_A,2026-01-01 12:47:33.800,Day,,0
58,PO_1050,DB_V1,CUST_A,2026-01-01 18:51:47.900,2,,0
59,PO_1051,RB_V2,CUST_B,2026-01-01 13:46:56.800,Day,,0
60,PO_1052,RB_V1,CUST_A,2026-01-01 13:24:41.800,Day,,0
61,PO_1053,DP_V2, CUST_C,2026-01-01 08:27:54.600,Day,,0
62,PO_1054,DP_V1,CUST_A,2026-01-01 10:57:23.400,Day,warping,1
63,PO_1054,DP_V1,CUST_A,2026-01-01 10:58:27.400,Day,flash,1
64,PO_1055,RB_V1,CUST_A,2026-01-01 13:59:29.800,Day,,0
65,PO_1056,FB_V1,CUST_A,2026-01-01 15:01:39.300,2,,0
66,PO_1057,RB_V1,CUST_A,2026-01-01 14:36:33.000,Day,,0
67,PO_1058,RB_V1,CUST_A,2026-01-01 15:06:15.000,2,orange_peel,3
68,PO_1059,DB_V2, CUST_C,2026-01-01 19:33:43.900,2,color_variation,1
69,PO_1059,DB_V2, CUST_C,2026-01-01 19:19:03.900,2,short_shot,2
70,PO_1059,DB_V2, CUST_C,2026-01-01 19:38:46.900,2,delamination,2
71,PO_1059,DB_V2, CUST_C,2026-01-01 19:36:04.900,2,bubble,1
72,PO_1060,DP_V2, CUST_C,2026-01-01 09:07:19.500,Day,,0
73,PO_1061,RB_V1,CUST_A,2026-01-01 15:22:13.500,2,short_shot,2
74,PO_1061,RB_V1,CUST_A,2026-01-01 15:50:10.500,2,orange_peel,2
75,PO_1061,RB_V1,CUST_A,2026-01-01 15:39:50.500,2,sink-mark,2
76,PO_1061,RB_V1,CUST_A,2026-01-01 15:40:23.500,2,bubble,2
77,PO_1062,DB_V2, CUST_C,2026-01-01 21:00:42.500,2,,0
78,PO_1063,RB_V2,CUST_B,2026-01-01 14:22:12.000,Day,,0
79,PO_1064,DB_V1,CUST_A,2026-01-01 22:13:18.500,2,,0
80,PO_1065,FB_V2,CUST_B,2026-01-01 15:54:16.500,2,,0
81,PO_1066,RB_V1,CUST_A,2026-01-01 16:35:36.900,2,,0
82,PO_1067,FB_V2,CUST_B,2026-01-01 16:10:54.500,2,short_shot,2
83,PO_1067,FB_V2,CUST_B,2026-01-01 16:22:39.500,2,bubble,2
84,PO_1067,FB_V2,CUST_B,2026-01-01 16:17:18.500,2,adhesion_failure,2
85,PO_1067,FB_V2,CUST_B,2026-01-01 16:31:25.500,2,orange_peel,1
86,PO_1068,RB_V1,CUST_A,2026-01-01 17:09:42.900,2,,0
87,PO_1069,RB_V2,CUST_B,2026-01-01 14:48:17.000,2,bubble,2
88,PO_1069,RB_V2,CUST_B,2026-01-01 14:47:47.000,2,orange_peel,1
89,PO_1070,DB_V1,CUST_A,2026-01-01 23:00:56.900,2,,0
90,PO_1071,FB_V1,CUST_A,2026-01-01 17:27:06.900,2,,0
91,PO_1072,FB_V1,CUST_A,2026-01-01 18:16:28.500,2,,0
92,PO_1073,RB_V1,CUST_A,2026-01-01 17:43:52.500,2,,0
93,PO_1074,DB_V1,CUST_A,2026-01-01 23:57:59.300,2,,0
94,PO_1075,DP_V1,CUST_A,2026-01-01 11:41:05.300,Day,,0
95,PO_1076,RB_V2,CUST_B,2026-01-01 15:42:55.800,2,,0
96,PO_1077,DP_V1,CUST_A,2026-01-01 12:27:16.200,Day,,0
97,PO_1078,RB_V1,CUST_A,2026-01-01 18:21:04.500,2,,0
98,PO_1079,RB_V1,CUST_A,2026-01-01 18:51:09.300,2,,0
99,PO_1080,RB_V1,CUST_A,2026-01-01 19:30:04.300,2,sink-mark,3
100,PO_1080,RB_V1,CUST_A,2026-01-01 19:16:06.300,2,adhesion_failure,3
101,PO_1080,RB_V1,CUST_A,2026-01-01 19:31:24.300,2,short_shot,2
102,PO_1080,RB_V1,CUST_A,2026-01-01 19:10:45.300,2,bubble,1
103,PO_1080,RB_V1,CUST_A,2026-01-01 19:17:31.300,2,orange_peel,3
104,PO_1081,FB_V2,CUST_B,2026-01-01 19:03:52.500,2,,0
105,PO_1082,DP_V1,CUST_A,2026-01-01 13:05:12.600,Day,,0
106,PO_1083,RB_V1,CUST_A,2026-01-01 20:13:10.900,2,,0
107,PO_1084,RB_V2,CUST_B,2026-01-01 16:26:19.800,2,,0
108,PO_1085,RB_V2,CUST_B,2026-01-01 17:24:24.600,2,,0
109,PO_1086,RB_V2,CUST_B,2026-01-01 18:01:55.600,2,orange_peel,3
110,PO_1087,FB_V1,CUST_A,2026-01-01 19:48:44.000,2,,0
111,PO_1088,DP_V2, CUST_C,2026-01-01 09:42:00.300,Day,,0
112,PO_1089,DP_V2, CUST_C,2026-01-01 10:19:54.300,Day,,0
113,PO_1090,FB_V2,CUST_B,2026-01-01 20:36:39.600,2,,0
114,PO_1091,FB_V2,CUST_B,2026-01-01 21:38:34.800,2,,0
115,PO_1092,RB_V2,CUST_B,2026-01-01 18:43:11.100,2,bubble,3
116,PO_1093,DP_V2, CUST_C,2026-01-01 10:58:21.600,Day,,0
117,PO_1094,DP_V2, CUST_C,2026-01-01 11:45:21.900,Day,,0
118,PO_1095,FB_V2,CUST_B,2026-01-01 22:13:48.300,2,,0
119,PO_1096,RB_V2,CUST_B,2026-01-01 19:40:21.300,2,,0
120,PO_1097,DP_V1,CUST_A,2026-01-01 13:47:27.800,Day,,0
121,PO_1098,RB_V1,CUST_A,2026-01-01 20:59:01.900,2,,0
122,PO_1099,DB_V2, CUST_C,2026-01-02 00:54:34.700,2,,0
123,PO_1100,FB_V2,CUST_B,2026-01-01 23:09:20.700,2,,0
124,PO_1101,DB_V1,CUST_A,2026-01-02 01:58:16.700,Day,,0
125,PO_1102,DP_V1,CUST_A,2026-01-01 14:21:58.600,Day,,0
126,PO_1103,DP_V2, CUST_C,2026-01-01 12:30:48.600,Day,,0
127,PO_1104,FB_V1,CUST_A,2026-01-01 23:25:51.700,2,sink-mark,1
128,PO_1104,FB_V1,CUST_A,2026-01-01 23:20:17.700,2,bubble,2
129,PO_1104,FB_V1,CUST_A,2026-01-01 23:41:36.700,2,adhesion_failure,2
130,PO_1104,FB_V1,CUST_A,2026-01-01 23:53:46.700,2,thin_coating,1
131,PO_1104,FB_V1,CUST_A,2026-01-01 23:55:44.700,2,orange_peel,3
132,PO_1105,RB_V1,CUST_A,2026-01-01 21:19:09.900,2,adhesion_failure,2
133,PO_1105,RB_V1,CUST_A,2026-01-01 21:39:36.900,2,sink-mark,1
134,PO_1105,RB_V1,CUST_A,2026-01-01 21:16:41.900,2,orange_peel,2
135,PO_1105,RB_V1,CUST_A,2026-01-01 21:16:39.900,2,short_shot,3
136,PO_1105,RB_V1,CUST_A,2026-01-01 21:10:08.900,2,bubble,3
137,PO_1106,FB_V2,CUST_B,2026-01-02 00:52:14.400,2,,0
138,PO_1107,RB_V2,CUST_B,2026-01-01 20:35:39.500,2,,0
139,PO_1108,RB_V2,CUST_B,2026-01-01 21:15:14.000,2,,0
140,PO_1109,FB_V1,CUST_A,2026-01-02 01:31:48.000,Day,,0
141,PO_1110,FB_V2,CUST_B,2026-01-02 02:09:09.000,Day,orange_peel,2
142,PO_1111,DP_V2, CUST_C,2026-01-01 13:12:59.700,Day,,0
143,PO_1112,RB_V2,CUST_B,2026-01-01 21:46:02.000,2,,0
144,PO_1113,RB_V2,CUST_B,2026-01-01 21:58:40.000,2,short_shot,2
145,PO_1113,RB_V2,CUST_B,2026-01-01 22:26:54.000,2,adhesion_failure,1
146,PO_1113,RB_V2,CUST_B,2026-01-01 22:00:13.000,2,sink-mark,1
147,PO_1113,RB_V2,CUST_B,2026-01-01 22:00:27.000,2,bubble,3
148,PO_1113,RB_V2,CUST_B,2026-01-01 22:11:13.000,2,orange_peel,3
149,PO_1114,DB_V2, CUST_C,2026-01-02 02:20:28.700,Day,sink-mark,3
150,PO_1114,DB_V2, CUST_C,2026-01-02 02:47:24.700,Day,adhesion_failure,1
151,PO_1114,DB_V2, CUST_C,2026-01-02 02:10:04.700,Day,bubble,1
152,PO_1114,DB_V2, CUST_C,2026-01-02 02:14:48.700,Day,short_shot,3
153,PO_1114,DB_V2, CUST_C,2026-01-02 02:09:11.700,Day,color_variation,2
154,PO_1114,DB_V2, CUST_C,2026-01-02 02:40:50.700,Day,delamination,1
155,PO_1115,DB_V2, CUST_C,2026-01-02 03:53:13.700,Day,,0
156,PO_1116,FB_V1,CUST_A,2026-01-02 03:02:02.500,Day,,0
157,PO_1117,DB_V2, CUST_C,2026-01-02 04:50:04.700,Day,,0
158,PO_1118,DP_V1,CUST_A,2026-01-01 15:14:18.200,2,,0
159,PO_1119,FB_V2,CUST_B,2026-01-02 04:01:57.700,Day,,0
160,PO_1120,DB_V2, CUST_C,2026-01-02 05:45:43.700,Day,,0
161,PO_1121,FB_V2,CUST_B,2026-01-02 04:53:08.300,Day,,0
162,PO_1122,RB_V1,CUST_A,2026-01-01 21:49:46.700,2,thin_coating,2
163,PO_1123,DB_V1,CUST_A,2026-01-02 06:58:35.500,Day,,0
164,PO_1124,FB_V1,CUST_A,2026-01-02 05:37:23.900,Day,,0
165,PO_1125,DB_V1,CUST_A,2026-01-02 08:08:40.300,Day,,0
166,PO_1126,DP_V1,CUST_A,2026-01-01 15:55:29.000,2,,0
167,PO_1127,DB_V1,CUST_A,2026-01-02 09:15:02.500,Day,,0
168,PO_1128,RB_V1,CUST_A,2026-01-01 23:14:31.700,2,,0
169,PO_1129,RB_V1,CUST_A,2026-01-01 23:48:23.700,2,thin_coating,2
170,PO_1129,RB_V1,CUST_A,2026-01-01 23:22:08.700,2,sink-mark,2
171,PO_1129,RB_V1,CUST_A,2026-01-01 23:42:16.700,2,bubble,3
172,PO_1129,RB_V1,CUST_A,2026-01-01 23:58:25.700,2,orange_peel,1
173,PO_1129,RB_V1,CUST_A,2026-01-01 23:40:47.700,2,adhesion_failure,1
174,PO_1130,DB_V2, CUST_C,2026-01-02 10:26:51.700,Day,,0
175,PO_1131,RB_V2,CUST_B,2026-01-01 23:21:04.000,2,orange_peel,2
176,PO_1131,RB_V2,CUST_B,2026-01-01 22:48:57.000,2,thin_coating,2
177,PO_1131,RB_V2,CUST_B,2026-01-01 23:02:17.000,2,short_shot,1
178,PO_1131,RB_V2,CUST_B,2026-01-01 23:05:12.000,2,bubble,3
179,PO_1131,RB_V2,CUST_B,2026-01-01 22:50:13.000,2,adhesion_failure,1
180,PO_1132,FB_V1,CUST_A,2026-01-02 06:25:23.900,Day,,0
181,PO_1133,RB_V2,CUST_B,2026-01-02 00:17:22.500,2,,0
182,PO_1134,DP_V1,CUST_A,2026-01-01 16:34:23.000,2,,0
183,PO_1135,RB_V1,CUST_A,2026-01-02 00:31:38.500,2,,0
184,PO_1136,DP_V2, CUST_C,2026-01-01 14:07:09.300,Day,,0
185,PO_1137,DB_V2, CUST_C,2026-01-02 11:27:47.600,Day,,0
186,PO_1138,RB_V2,CUST_B,2026-01-02 00:59:53.700,Day,,0
187,PO_1139,DB_V2, CUST_C,2026-01-02 12:19:52.400,Day,,0
188,PO_1140,FB_V1,CUST_A,2026-01-02 07:09:01.000,Day,,0
189,PO_1141,DP_V1,CUST_A,2026-01-01 17:06:01.400,2,,0
190,PO_1142,DP_V1,CUST_A,2026-01-01 17:46:13.000,2,,0
191,PO_1143,DP_V2, CUST_C,2026-01-01 14:54:51.900,2,,0
192,PO_1144,FB_V1,CUST_A,2026-01-02 07:54:13.200,Day,,0
193,PO_1145,FB_V1,CUST_A,2026-01-02 08:33:49.200,Day,,0
194,PO_1146,FB_V1,CUST_A,2026-01-02 09:27:49.200,Day,,0
195,PO_1147,RB_V1,CUST_A,2026-01-02 01:06:44.800,Day,,0
196,PO_1148,RB_V1,CUST_A,2026-01-02 01:48:20.800,Day,,0
197,PO_1149,RB_V2,CUST_B,2026-01-02 01:42:37.200,Day,,0
198,PO_1150,FB_V1,CUST_A,2026-01-02 09:48:32.200,Day,short_shot,1
199,PO_1150,FB_V1,CUST_A,2026-01-02 09:58:42.200,Day,orange_peel,2
200,PO_1150,FB_V1,CUST_A,2026-01-02 09:53:41.200,Day,thin_coating,3
201,PO_1151,FB_V2,CUST_B,2026-01-02 10:48:23.300,Day,,0
202,PO_1152,DP_V1,CUST_A,2026-01-01 18:23:01.000,2,,0
203,PO_1153,RB_V2,CUST_B,2026-01-02 02:31:48.600,Day,,0
204,PO_1154,DP_V1,CUST_A,2026-01-01 19:08:27.000,2,flash,1
205,PO_1154,DP_V1,CUST_A,2026-01-01 19:09:50.000,2,warping,1
206,PO_1155,FB_V1,CUST_A,2026-01-02 11:33:57.700,Day,,0
207,PO_1156,RB_V2,CUST_B,2026-01-02 03:19:48.600,Day,,0
208,PO_1157,DP_V2, CUST_C,2026-01-01 15:40:08.400,2,,0
209,PO_1158,RB_V2,CUST_B,2026-01-02 04:06:12.900,Day,,0
210,PO_1159,FB_V2,CUST_B,2026-01-02 12:33:14.200,Day,,0
211,PO_1160,DB_V2, CUST_C,2026-01-02 13:12:14.400,Day,,0
212,PO_1161,RB_V1,CUST_A,2026-01-02 02:39:08.800,Day,,0
213,PO_1162,DB_V1,CUST_A,2026-01-02 14:10:41.900,Day,,0
214,PO_1163,FB_V1,CUST_A,2026-01-02 13:27:01.500,Day,,0
215,PO_1164,DB_V1,CUST_A,2026-01-02 15:10:50.300,2,,0
216,PO_1165,FB_V1,CUST_A,2026-01-02 14:02:12.500,Day,,0
217,PO_1166,DB_V2, CUST_C,2026-01-02 16:13:32.300,2,,0
218,PO_1167,RB_V2,CUST_B,2026-01-02 04:40:41.100,Day,,0
219,PO_1168,FB_V1,CUST_A,2026-01-02 14:36:47.000,2,,0
220,PO_1169,RB_V2,CUST_B,2026-01-02 05:25:44.300,Day,,0
221,PO_1170,FB_V1,CUST_A,2026-01-02 15:21:01.400,2,,0
222,PO_1171,DB_V1,CUST_A,2026-01-02 17:16:31.500,2,,0
223,PO_1172,DP_V2, CUST_C,2026-01-01 16:21:08.400,2,,0
224,PO_1173,DB_V2, CUST_C,2026-01-02 18:35:43.500,2,,0
225,PO_1174,RB_V2,CUST_B,2026-01-02 06:16:50.700,Day,,0
226,PO_1175,FB_V1,CUST_A,2026-01-02 15:56:07.400,2,,0
227,PO_1176,DB_V1,CUST_A,2026-01-02 19:32:15.900,2,,0
228,PO_1177,DB_V1,CUST_A,2026-01-02 20:46:33.800,2,,0
229,PO_1178,FB_V1,CUST_A,2026-01-02 16:32:52.400,2,,0
230,PO_1179,DB_V2, CUST_C,2026-01-02 21:52:53.000,2,,0
231,PO_1180,RB_V2,CUST_B,2026-01-02 06:45:49.700,Day,short_shot,2
232,PO_1180,RB_V2,CUST_B,2026-01-02 06:54:18.700,Day,orange_peel,3
233,PO_1180,RB_V2,CUST_B,2026-01-02 06:43:51.700,Day,bubble,3
234,PO_1180,RB_V2,CUST_B,2026-01-02 06:38:07.700,Day,thin_coating,2
235,PO_1180,RB_V2,CUST_B,2026-01-02 06:56:25.700,Day,sink-mark,2
236,PO_1180,RB_V2,CUST_B,2026-01-02 06:34:04.700,Day,adhesion_failure,2
237,PO_1181,RB_V1,CUST_A,2026-01-02 03:16:20.000,Day,,0
238,PO_1182,DB_V2, CUST_C,2026-01-02 23:12:59.800,2,,0
239,PO_1183,RB_V1,CUST_A,2026-01-02 03:49:48.000,Day,bubble,3
240,PO_1183,RB_V1,CUST_A,2026-01-02 03:42:14.000,Day,sink-mark,2
241,PO_1183,RB_V1,CUST_A,2026-01-02 03:54:28.000,Day,short_shot,1
242,PO_1183,RB_V1,CUST_A,2026-01-02 03:45:15.000,Day,adhesion_failure,1
243,PO_1184,RB_V2,CUST_B,2026-01-02 07:45:52.200,Day,,0
244,PO_1185,FB_V2,CUST_B,2026-01-02 17:23:04.400,2,,0
245,PO_1186,RB_V1,CUST_A,2026-01-02 04:33:30.400,Day,sink-mark,1
246,PO_1187,DP_V1,CUST_A,2026-01-01 19:46:50.700,2,,0
247,PO_1188,FB_V2,CUST_B,2026-01-02 18:09:24.200,2,,0
248,PO_1189,RB_V1,CUST_A,2026-01-02 05:15:32.600,Day,,0
249,PO_1190,DP_V2, CUST_C,2026-01-01 16:56:22.800,2,,0
250,PO_1191,FB_V2,CUST_B,2026-01-02 18:43:31.800,2,,0
251,PO_1192,DP_V2, CUST_C,2026-01-01 17:31:27.000,2,,0
252,PO_1193,DP_V2, CUST_C,2026-01-01 18:01:33.800,2,,0
253,PO_1194,FB_V1,CUST_A,2026-01-02 19:36:58.200,2,,0
254,PO_1195,RB_V2,CUST_B,2026-01-02 08:28:25.200,Day,orange_peel,3
255,PO_1195,RB_V2,CUST_B,2026-01-02 08:19:54.200,Day,short_shot,3
256,PO_1195,RB_V2,CUST_B,2026-01-02 08:15:18.200,Day,bubble,3
257,PO_1195,RB_V2,CUST_B,2026-01-02 08:20:35.200,Day,thin_coating,2
258,PO_1195,RB_V2,CUST_B,2026-01-02 08:25:41.200,Day,sink-mark,3
259,PO_1195,RB_V2,CUST_B,2026-01-02 08:19:17.200,Day,adhesion_failure,2
260,PO_1196,RB_V2,CUST_B,2026-01-02 09:08:17.100,Day,,0
261,PO_1197,RB_V1,CUST_A,2026-01-02 05:54:25.000,Day,,0
262,PO_1198,FB_V1,CUST_A,2026-01-02 20:24:14.000,2,,0
263,PO_1199,FB_V2,CUST_B,2026-01-02 21:27:37.300,2,,0
264,PO_1200,FB_V1,CUST_A,2026-01-02 21:51:48.300,2,bubble,2
265,PO_1200,FB_V1,CUST_A,2026-01-02 21:55:18.300,2,orange_peel,1
266,PO_1200,FB_V1,CUST_A,2026-01-02 21:59:12.300,2,sink-mark,1
267,PO_1200,FB_V1,CUST_A,2026-01-02 22:01:52.300,2,short_shot,3
268,PO_1201,FB_V2,CUST_B,2026-01-02 23:00:49.100,2,,0
269,PO_1202,DP_V1,CUST_A,2026-01-01 20:15:20.700,2,,0
270,PO_1203,DP_V1,CUST_A,2026-01-01 21:03:14.600,2,,0
271,PO_1204,FB_V1,CUST_A,2026-01-02 23:48:27.500,2,,0
272,PO_1205,RB_V1,CUST_A,2026-01-02 06:45:43.000,Day,,0
273,PO_1206,DP_V2, CUST_C,2026-01-01 18:47:41.000,2,,0
274,PO_1207,RB_V2,CUST_B,2026-01-02 09:45:31.000,Day,,0
275,PO_1208,DB_V1,CUST_A,2026-01-03 00:09:53.800,2,,0
276,PO_1209,FB_V1,CUST_A,2026-01-03 00:28:27.700,2,,0
277,PO_1210,RB_V2,CUST_B,2026-01-02 10:21:07.000,Day,,0
278,PO_1211,DP_V2, CUST_C,2026-01-01 19:30:00.900,2,,0
279,PO_1212,RB_V1,CUST_A,2026-01-02 07:34:44.000,Day,,0
280,PO_1213,FB_V1,CUST_A,2026-01-03 01:21:09.100,Day,,0
281,PO_1214,RB_V2,CUST_B,2026-01-02 11:04:03.500,Day,,0
282,PO_1215,DP_V2, CUST_C,2026-01-01 20:10:30.500,2,,0
283,PO_1216,RB_V1,CUST_A,2026-01-02 08:09:20.000,Day,,0
284,PO_1217,DB_V2, CUST_C,2026-01-03 00:40:01.800,Day,delamination,2
285,PO_1217,DB_V2, CUST_C,2026-01-03 01:02:35.800,Day,adhesion_failure,1
286,PO_1217,DB_V2, CUST_C,2026-01-03 01:01:50.800,Day,sink-mark,2
287,PO_1217,DB_V2, CUST_C,2026-01-03 01:05:55.800,Day,short_shot,2
288,PO_1217,DB_V2, CUST_C,2026-01-03 01:00:22.800,Day,color_variation,3
289,PO_1217,DB_V2, CUST_C,2026-01-03 00:45:12.800,Day,bubble,3
290,PO_1218,DB_V2, CUST_C,2026-01-03 01:59:30.100,Day,,0
291,PO_1219,FB_V2,CUST_B,2026-01-03 02:12:49.900,Day,,0
292,PO_1220,RB_V1,CUST_A,2026-01-02 08:46:52.800,Day,,0
293,PO_1221,DB_V2, CUST_C,2026-01-03 02:50:00.600,Day,,0
294,PO_1222,RB_V1,CUST_A,2026-01-02 09:38:22.800,Day,,0
295,PO_1223,FB_V2,CUST_B,2026-01-03 02:47:28.100,Day,,0
296,PO_1224,DP_V2, CUST_C,2026-01-01 20:53:42.000,2,,0
297,PO_1225,DB_V1,CUST_A,2026-01-03 03:40:51.000,Day,,0
298,PO_1226,DP_V1,CUST_A,2026-01-01 21:46:16.500,2,,0
299,PO_1227,FB_V1,CUST_A,2026-01-03 03:30:20.000,Day,,0
300,PO_1228,FB_V2,CUST_B,2026-01-03 04:20:00.800,Day,,0
301,PO_1229,RB_V2,CUST_B,2026-01-02 11:51:18.700,Day,,0
302,PO_1230,FB_V1,CUST_A,2026-01-03 04:38:39.800,Day,adhesion_failure,1
303,PO_1231,DP_V2, CUST_C,2026-01-01 21:34:20.500,2,,0
304,PO_1232,FB_V2,CUST_B,2026-01-03 05:55:22.900,Day,,0
305,PO_1233,RB_V1,CUST_A,2026-01-02 10:17:53.600,Day,,0
306,PO_1234,FB_V2,CUST_B,2026-01-03 06:46:14.700,Day,,0
307,PO_1235,FB_V1,CUST_A,2026-01-03 07:34:10.200,Day,,0
308,PO_1236,FB_V2,CUST_B,2026-01-03 08:26:14.200,Day,,0
309,PO_1237,RB_V1,CUST_A,2026-01-02 11:05:03.200,Day,,0
310,PO_1238,DB_V1,CUST_A,2026-01-03 04:48:08.100,Day,,0
311,PO_1239,FB_V2,CUST_B,2026-01-03 09:21:43.800,Day,,0
312,PO_1240,RB_V1,CUST_A,2026-01-02 11:41:38.600,Day,,0
313,PO_1241,FB_V1,CUST_A,2026-01-03 10:20:27.000,Day,,0
314,PO_1242,RB_V1,CUST_A,2026-01-02 12:23:22.400,Day,,0
315,PO_1243,RB_V2,CUST_B,2026-01-02 12:36:08.800,Day,,0
316,PO_1244,FB_V2,CUST_B,2026-01-03 11:09:57.000,Day,,0
317,PO_1245,RB_V2,CUST_B,2026-01-02 13:21:00.000,Day,,0
318,PO_1246,FB_V2,CUST_B,2026-01-03 11:52:20.500,Day,,0
319,PO_1247,DB_V1,CUST_A,2026-01-03 05:42:30.900,Day,,0
320,PO_1248,FB_V1,CUST_A,2026-01-03 12:29:05.800,Day,,0
321,PO_1249,DP_V1,CUST_A,2026-01-01 22:17:14.200,2,,0
322,PO_1250,FB_V1,CUST_A,2026-01-03 12:47:23.800,Day,orange_peel,3
323,PO_1250,FB_V1,CUST_A,2026-01-03 12:48:02.800,Day,adhesion_failure,1
324,PO_1250,FB_V1,CUST_A,2026-01-03 12:46:01.800,Day,sink-mark,2
325,PO_1250,FB_V1,CUST_A,2026-01-03 13:07:09.800,Day,thin_coating,2
326,PO_1250,FB_V1,CUST_A,2026-01-03 12:53:48.800,Day,short_shot,1
327,PO_1250,FB_V1,CUST_A,2026-01-03 12:39:49.800,Day,bubble,3
328,PO_1251,FB_V1,CUST_A,2026-01-03 13:45:57.800,Day,,0
329,PO_1252,DB_V2, CUST_C,2026-01-03 06:27:57.900,Day,,0
330,PO_1253,FB_V1,CUST_A,2026-01-03 14:32:27.000,Day,,0
